ProductID,Weight,FatContent,ProductVisibility,ProductType,Unit Price,Quantity,Total Sales,OutletID,Year,OutletSize,LocationType,OutletType
NCN42,20,Low Fat,0,Household,148,,1476418,OUT017,2007,,Tier 2,Supermarket Type1
FDK34,13,Low Fat,0,Snack Foods,238,,2383564,OUT046,1997,Small,Tier 1,Supermarket Type1
FDB03,18,Regular,0,Dairy,240,,2402538,OUT017,2007,,Tier 2,Supermarket Type1
DRJ25,15,Low Fat,0,Soft Drinks,49,,492692,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT25,,Low Fat,0,Canned,124,,1237072,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN20,19,LF,0,Fruits and Vegetables,168,,1683474,OUT013,1987,High,Tier 3,Supermarket Type1
FDP09,20,Low Fat,0,Snack Foods,213,,2132902,OUT013,1987,High,Tier 3,Supermarket Type1
FDM20,,Low Fat,0,Fruits and Vegetables,243,,2433144,OUT019,1985,Small,Tier 1,Grocery Store
NCG55,16,Low Fat,0,Household,114,,1143176,OUT046,1997,Small,Tier 1,Supermarket Type1
NCP14,8,Low Fat,0,Household,104,,1044306,OUT045,2002,,Tier 2,Supermarket Type1
NCH06,12,Low Fat,0,Household,246,,2457460,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV52,21,Regular,0,Frozen Foods,118,,1175466,OUT013,1987,High,Tier 3,Supermarket Type1
NCL07,14,Low Fat,0,Others,41,,405480,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ11,,Low Fat,0,Hard Drinks,191,,1906872,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRO59,12,Low Fat,0,Hard Drinks,75,,747012,OUT013,1987,High,Tier 3,Supermarket Type1
FDW15,15,Regular,0,Meat,148,,1476734,OUT010,1998,,Tier 3,Grocery Store
NCQ30,8,LF,0,Household,121,,1210414,OUT035,2004,Small,Tier 2,Supermarket Type1
NCN54,,Low Fat,0,Household,75,,752328,OUT019,1985,Small,Tier 1,Grocery Store
FDY01,,Regular,0,Canned,116,,1162834,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX39,14,Regular,0,Meat,213,,2129586,OUT035,2004,Small,Tier 2,Supermarket Type1
FDH53,,Regular,0,Frozen Foods,83,,826592,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA57,19,Low Fat,0,Snack Foods,42,,416480,OUT035,2004,Small,Tier 2,Supermarket Type1
NCC07,20,Low Fat,0,Household,107,,1067964,OUT010,1998,,Tier 3,Grocery Store
FDU28,19,Regular,0,Frozen Foods,188,,1880214,OUT013,1987,High,Tier 3,Supermarket Type1
FDK36,7,Low Fat,0,Baking Goods,49,,486034,OUT010,1998,,Tier 3,Grocery Store
FDR36,7,Regular,0,Baking Goods,44,,438454,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCQ17,10,Low Fat,0,Health and Hygiene,155,,1545630,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS28,,Regular,0,Frozen Foods,55,,552588,OUT019,1985,Small,Tier 1,Grocery Store
FDE08,18,Low Fat,0,Fruits and Vegetables,148,,1482734,OUT045,2002,,Tier 2,Supermarket Type1
FDU22,12,Low Fat,0,Snack Foods,120,,1200124,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG41,9,Regular,0,Frozen Foods,110,,1097228,OUT045,2002,,Tier 2,Supermarket Type1
FDO31,7,Regular,0,Fruits and Vegetables,78,,779960,OUT010,1998,,Tier 3,Grocery Store
FDM21,,Low Fat,0,Snack Foods,256,,2562646,OUT019,1985,Small,Tier 1,Grocery Store
FDU40,21,Low Fat,0,Frozen Foods,192,,1924478,OUT017,2007,,Tier 2,Supermarket Type1
FDV36,19,Low Fat,0,Baking Goods,126,,1261020,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDT10,,Regular,0,Snack Foods,59,,592562,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX38,11,Regular,0,Dairy,48,,478376,OUT045,2002,,Tier 2,Supermarket Type1
NCU30,,low fat,0,Household,164,,1637210,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCV06,11,Low Fat,0,Household,193,,1928478,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT16,10,Regular,0,Frozen Foods,262,,2618278,OUT035,2004,Small,Tier 2,Supermarket Type1
NCP41,,Low Fat,0,Health and Hygiene,108,,1082596,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ56,16,Low Fat,0,Fruits and Vegetables,169,,1687474,OUT017,2007,,Tier 2,Supermarket Type1
FDC22,7,Regular,0,Snack Foods,192,,1918820,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU10,10,Regular,0,Snack Foods,38,,382848,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS46,18,Regular,0,Snack Foods,117,,1172782,OUT045,2002,,Tier 2,Supermarket Type1
FDO08,11,Regular,0,Fruits and Vegetables,166,,1660526,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCV42,6,Low Fat,0,Household,110,,1098228,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP33,19,Low Fat,0,Snack Foods,254,,2539672,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ12,9,Regular,0,Baking Goods,207,,2065296,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH04,6,Regular,0,Frozen Foods,89,,890488,OUT045,2002,,Tier 2,Supermarket Type1
NCU54,9,LF,0,Household,211,,2111270,OUT013,1987,High,Tier 3,Supermarket Type1
FDO36,20,Low Fat,0,Baking Goods,181,,1805660,OUT010,1998,,Tier 3,Grocery Store
FDT37,,Low Fat,0,Canned,256,,2556014,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD14,21,Low Fat,0,Canned,186,,1861266,OUT010,1998,,Tier 3,Grocery Store
FDA16,7,Low Fat,0,Frozen Foods,220,,2203456,OUT013,1987,High,Tier 3,Supermarket Type1
NCS42,,Low Fat,0,Household,92,,924146,OUT019,1985,Small,Tier 1,Grocery Store
FDP10,,Low Fat,0,Snack Foods,104,,1044622,OUT019,1985,Small,Tier 1,Grocery Store
FDQ28,14,Regular,0,Frozen Foods,153,,1529656,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDK57,10,Low Fat,0,Snack Foods,120,,1197440,OUT010,1998,,Tier 3,Grocery Store
FDK02,13,Low Fat,0,Canned,118,,1182440,OUT013,1987,High,Tier 3,Supermarket Type1
FDW47,15,Low Fat,0,Breads,121,,1210414,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCC42,15,Low Fat,0,Health and Hygiene,139,,1394838,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ37,21,Low Fat,0,Breakfast,194,,1939478,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDL40,18,Low Fat,0,Frozen Foods,95,,950410,OUT046,1997,Small,Tier 1,Supermarket Type1
DRE13,6,Low Fat,0,Soft Drinks,89,,885198,OUT010,1998,,Tier 3,Grocery Store
FDQ34,,Low Fat,0,Snack Foods,104,,1044622,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCB54,9,Low Fat,0,Health and Hygiene,128,,1284336,OUT046,1997,Small,Tier 1,Supermarket Type1
FDS48,15,Low Fat,0,Baking Goods,149,,1493708,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO15,17,Regular,0,Meat,72,,721038,OUT045,2002,,Tier 2,Supermarket Type1
NCT30,9,Low Fat,0,Household,46,,457718,OUT013,1987,High,Tier 3,Supermarket Type1
FDU49,,Regular,0,Canned,85,,854540,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDE21,13,Low Fat,0,Fruits and Vegetables,115,,1150492,OUT046,1997,Small,Tier 1,Supermarket Type1
FDS49,,Low Fat,0,Canned,78,,784644,OUT019,1985,Small,Tier 1,Grocery Store
FDT38,,Low Fat,0,Dairy,85,,853566,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ01,9,Regular,0,Canned,102,,1020990,OUT045,2002,,Tier 2,Supermarket Type1
FDC41,16,Low Fat,0,Frozen Foods,76,,757670,OUT035,2004,Small,Tier 2,Supermarket Type1
DRG13,17,LF,0,Soft Drinks,163,,1627526,OUT010,1998,,Tier 3,Grocery Store
NCZ42,11,Low Fat,0,Household,237,,2368248,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCM07,9,Low Fat,0,Others,85,,849908,OUT045,2002,,Tier 2,Supermarket Type1
NCV17,19,Low Fat,0,Health and Hygiene,131,,1311626,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRK39,7,Low Fat,0,Dairy,82,,823250,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS37,8,Low Fat,0,Canned,115,,1145492,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV12,,Regular,0,Baking Goods,97,,967384,OUT019,1985,Small,Tier 1,Grocery Store
NCG19,20,Low Fat,0,Household,236,,2359616,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS51,13,Low Fat,0,Meat,63,,626194,OUT013,1987,High,Tier 3,Supermarket Type1
NCO14,10,Low Fat,0,Household,43,,432086,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC38,16,Low Fat,0,Canned,134,,1339942,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN15,18,Low Fat,0,Meat,140,,1404180,OUT046,1997,Small,Tier 1,Supermarket Type1
NCH42,7,Low Fat,0,Household,228,,2282010,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ22,17,Low Fat,0,Snack Foods,38,,377822,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC05,13,Regular,0,Frozen Foods,195,,1952768,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ31,15,Regular,0,Fruits and Vegetables,192,,1919504,OUT013,1987,High,Tier 3,Supermarket Type1
DRJ23,18,Low Fat,0,Hard Drinks,190,,1901872,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC52,11,Regular,0,Dairy,151,,1512708,OUT035,2004,Small,Tier 2,Supermarket Type1
DRD12,7,Low Fat,0,Soft Drinks,90,,895146,OUT010,1998,,Tier 3,Grocery Store
FDV55,18,Low Fat,0,Fruits and Vegetables,146,,1457444,OUT017,2007,,Tier 2,Supermarket Type1
FDD32,18,Regular,0,Fruits and Vegetables,82,,816276,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR01,5,reg,0,Canned,201,,2010742,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY08,,Regular,0,Fruits and Vegetables,140,,1399838,OUT019,1985,Small,Tier 1,Grocery Store
FDQ45,10,Regular,0,Snack Foods,185,,1849608,OUT045,2002,,Tier 2,Supermarket Type1
DRN11,,Low Fat,0,Hard Drinks,145,,1447444,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCS05,12,Low Fat,0,Health and Hygiene,134,,1344942,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY32,8,Low Fat,0,Fruits and Vegetables,163,,1629210,OUT035,2004,Small,Tier 2,Supermarket Type1
NCD31,12,Low Fat,0,Household,165,,1650526,OUT045,2002,,Tier 2,Supermarket Type1
NCE06,6,Low Fat,0,Household,162,,1616894,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCP14,8,Low Fat,0,Household,103,,1028306,OUT046,1997,Small,Tier 1,Supermarket Type1
NCF18,,Low Fat,0,Household,191,,1913504,OUT019,1985,Small,Tier 1,Grocery Store
FDF14,8,Low Fat,0,Canned,151,,1512340,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB22,8,Low Fat,0,Snack Foods,155,,1549998,OUT017,2007,,Tier 2,Supermarket Type1
NCH54,14,Low Fat,0,Household,159,,1594920,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU27,19,Regular,0,Meat,50,,495376,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS58,,Regular,0,Snack Foods,159,,1589578,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCU29,8,Low Fat,0,Health and Hygiene,145,,1445760,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ57,7,Regular,0,Seafood,186,,1860582,OUT013,1987,High,Tier 3,Supermarket Type1
FDL56,14,Low Fat,0,Fruits and Vegetables,87,,865198,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH60,20,Regular,0,Baking Goods,196,,1956110,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN24,14,Low Fat,0,Baking Goods,54,,537956,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD02,17,Low Fat,0,Canned,120,,1203124,OUT017,2007,,Tier 2,Supermarket Type1
FDP15,15,Low Fat,0,Meat,258,,2582330,OUT017,2007,,Tier 2,Supermarket Type1
FDB28,,LF,0,Dairy,198,,1976426,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRC49,9,Low Fat,0,Soft Drinks,145,,1446128,OUT045,2002,,Tier 2,Supermarket Type1
NCG30,20,Low Fat,0,Household,124,,1235046,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ14,10,reg,0,Canned,79,,793960,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL52,7,Regular,0,Frozen Foods,37,,370506,OUT045,2002,,Tier 2,Supermarket Type1
NCG19,,Low Fat,0,Household,234,,2341616,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCN41,17,Low Fat,0,Health and Hygiene,124,,1236730,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW22,10,Regular,0,Snack Foods,223,,2234114,OUT013,1987,High,Tier 3,Supermarket Type1
FDI02,16,Regular,0,Canned,112,,1121202,OUT013,1987,High,Tier 3,Supermarket Type1
FDV51,16,Low Fat,0,Meat,165,,1650842,OUT045,2002,,Tier 2,Supermarket Type1
FDV48,9,Regular,0,Baking Goods,80,,796644,OUT046,1997,Small,Tier 1,Supermarket Type1
NCL17,,Low Fat,0,Health and Hygiene,141,,1412812,OUT019,1985,Small,Tier 1,Grocery Store
FDP46,15,LF,0,Snack Foods,89,,893830,OUT045,2002,,Tier 2,Supermarket Type1
FDU10,10,Regular,0,Snack Foods,36,,357848,OUT045,2002,,Tier 2,Supermarket Type1
FDT37,14,Low Fat,0,Canned,256,,2564014,OUT010,1998,,Tier 3,Grocery Store
FDI27,9,Regular,0,Dairy,47,,467744,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN51,18,Regular,0,Meat,261,,2613936,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW07,18,Regular,0,Fruits and Vegetables,87,,873514,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN45,19,Low Fat,0,Snack Foods,224,,2237088,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRN37,,Low Fat,0,Soft Drinks,166,,1660158,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRF48,6,Low Fat,0,Soft Drinks,188,,1881898,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP38,,Low Fat,0,Canned,51,,513008,OUT019,1985,Small,Tier 1,Grocery Store
NCX18,,Low Fat,0,Household,196,,1961110,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK45,12,Low Fat,0,Seafood,115,,1147860,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ37,8,Regular,0,Canned,87,,865198,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS50,17,Low Fat,0,Dairy,224,,2237114,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCR54,16,Low Fat,0,Household,196,,1957110,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCS17,19,Low Fat,0,Health and Hygiene,95,,945436,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV31,10,Low Fat,0,Fruits and Vegetables,178,,1783370,OUT046,1997,Small,Tier 1,Supermarket Type1
DRE27,12,Low Fat,0,Dairy,96,,960726,OUT017,2007,,Tier 2,Supermarket Type1
FDN60,15,Low Fat,0,Baking Goods,160,,1596604,OUT013,1987,High,Tier 3,Supermarket Type1
FDK26,5,Regular,0,Canned,185,,1851240,OUT013,1987,High,Tier 3,Supermarket Type1
FDX37,16,LF,0,Canned,100,,1003700,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW31,11,Regular,0,Fruits and Vegetables,198,,1976742,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX26,18,Low Fat,0,Dairy,184,,1838292,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRL49,,Low Fat,0,Soft Drinks,142,,1422812,OUT019,1985,Small,Tier 1,Grocery Store
FDU49,20,Regular,0,Canned,86,,864540,OUT017,2007,,Tier 2,Supermarket Type1
FDY58,12,Low Fat,0,Snack Foods,229,,2287694,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN03,10,Regular,0,Meat,249,,2486408,OUT045,2002,,Tier 2,Supermarket Type1
NCV06,11,Low Fat,0,Household,192,,1922478,OUT010,1998,,Tier 3,Grocery Store
FDH53,21,Regular,0,Frozen Foods,83,,827592,OUT045,2002,,Tier 2,Supermarket Type1
FDG31,12,Low Fat,0,Meat,66,,659826,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCC06,19,Low Fat,0,Household,129,,1291336,OUT045,2002,,Tier 2,Supermarket Type1
FDS13,6,Low Fat,0,Canned,266,,2660884,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP16,19,Low Fat,0,Frozen Foods,247,,2468802,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA35,15,Regular,0,Baking Goods,121,,1210072,OUT013,1987,High,Tier 3,Supermarket Type1
DRP47,16,Low Fat,0,Hard Drinks,254,,2538382,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY28,7,Regular,0,Frozen Foods,215,,2148218,OUT010,1998,,Tier 3,Grocery Store
FDY20,13,Regular,0,Fruits and Vegetables,91,,909488,OUT035,2004,Small,Tier 2,Supermarket Type1
NCH30,17,Low Fat,0,Household,111,,1114860,OUT017,2007,,Tier 2,Supermarket Type1
NCR29,,Low Fat,0,Health and Hygiene,57,,567930,OUT019,1985,Small,Tier 1,Grocery Store
NCP05,20,Low Fat,0,Health and Hygiene,150,,1498024,OUT013,1987,High,Tier 3,Supermarket Type1
NCF30,,Low Fat,0,Household,125,,1248362,OUT019,1985,Small,Tier 1,Grocery Store
FDA08,12,Regular,0,Fruits and Vegetables,166,,1656526,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN51,,reg,0,Meat,261,,2605936,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH12,10,Low Fat,0,Baking Goods,107,,1070280,OUT046,1997,Small,Tier 1,Supermarket Type1
FDY39,5,Regular,0,Meat,182,,1821608,OUT017,2007,,Tier 2,Supermarket Type1
NCO53,16,Low Fat,0,Health and Hygiene,184,,1836608,OUT045,2002,,Tier 2,Supermarket Type1
FDB40,18,Regular,0,Dairy,146,,1457102,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH02,7,Regular,0,Canned,90,,896488,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY11,,Regular,0,Baking Goods,64,,641142,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ09,,Low Fat,0,Snack Foods,114,,1136834,OUT019,1985,Small,Tier 1,Grocery Store
FDP16,19,Low Fat,0,Frozen Foods,247,,2472802,OUT013,1987,High,Tier 3,Supermarket Type1
NCF55,7,Low Fat,0,Household,34,,341874,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDY09,,Low Fat,0,Snack Foods,177,,1767054,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY39,5,Regular,0,Meat,182,,1820608,OUT045,2002,,Tier 2,Supermarket Type1
NCU53,5,Low Fat,0,Health and Hygiene,164,,1639842,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCT41,16,Low Fat,0,Health and Hygiene,152,,1521024,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ45,18,Low Fat,0,Seafood,36,,359216,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR28,14,Regular,0,Frozen Foods,163,,1634210,OUT013,1987,High,Tier 3,Supermarket Type1
FDN08,8,Regular,0,Fruits and Vegetables,119,,1187466,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ07,7,Low Fat,0,Meat,115,,1145150,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ09,,Low Fat,0,Snack Foods,164,,1644868,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDQ14,9,Low Fat,0,Dairy,151,,1506050,OUT017,2007,,Tier 2,Supermarket Type1
FDY12,,reg,0,Baking Goods,51,,505008,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK57,10,Low Fat,0,Snack Foods,121,,1208440,OUT046,1997,Small,Tier 1,Supermarket Type1
FDD20,14,Low Fat,0,Fruits and Vegetables,123,,1233046,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDS36,8,Regular,0,Baking Goods,111,,1113570,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI40,12,Regular,0,Frozen Foods,103,,1025358,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ40,14,Regular,0,Frozen Foods,110,,1103912,OUT045,2002,,Tier 2,Supermarket Type1
FDE08,18,Low Fat,0,Fruits and Vegetables,147,,1471734,OUT013,1987,High,Tier 3,Supermarket Type1
DRK01,8,Low Fat,0,Soft Drinks,96,,960436,OUT013,1987,High,Tier 3,Supermarket Type1
FDC58,10,Low Fat,0,Snack Foods,43,,432428,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE50,20,Regular,0,Canned,189,,1888556,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX48,18,Regular,0,Baking Goods,153,,1527656,OUT035,2004,Small,Tier 2,Supermarket Type1
DRM35,10,Low Fat,0,Hard Drinks,178,,1780344,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG41,9,Regular,0,Frozen Foods,109,,1089228,OUT013,1987,High,Tier 3,Supermarket Type1
FDB52,18,Low Fat,0,Dairy,256,,2559672,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV19,15,Regular,0,Fruits and Vegetables,159,,1585578,OUT045,2002,,Tier 2,Supermarket Type1
DRG48,6,Low Fat,0,Soft Drinks,145,,1447102,OUT017,2007,,Tier 2,Supermarket Type1
FDI26,6,Low Fat,0,Canned,180,,1804344,OUT013,1987,High,Tier 3,Supermarket Type1
FDU11,,Low Fat,0,Breads,121,,1212098,OUT019,1985,Small,Tier 1,Grocery Store
FDF59,,Low Fat,0,Starchy Foods,128,,1281020,OUT019,1985,Small,Tier 1,Grocery Store
FDR07,21,Low Fat,0,Fruits and Vegetables,97,,970094,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCE06,6,Low Fat,0,Household,162,,1618894,OUT017,2007,,Tier 2,Supermarket Type1
FDE10,7,Regular,0,Snack Foods,133,,1326626,OUT046,1997,Small,Tier 1,Supermarket Type1
NCO55,13,Low Fat,0,Others,109,,1089938,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ13,8,Regular,0,Canned,51,,510350,OUT013,1987,High,Tier 3,Supermarket Type1
FDT50,7,reg,0,Dairy,97,,968752,OUT017,2007,,Tier 2,Supermarket Type1
FDH12,10,Low Fat,0,Baking Goods,106,,1057280,OUT010,1998,,Tier 3,Grocery Store
FDD21,10,Regular,0,Fruits and Vegetables,116,,1164176,OUT045,2002,,Tier 2,Supermarket Type1
NCM05,7,Low Fat,0,Health and Hygiene,263,,2632226,OUT013,1987,High,Tier 3,Supermarket Type1
FDK04,7,Low Fat,0,Frozen Foods,59,,592588,OUT013,1987,High,Tier 3,Supermarket Type1
FDN33,6,reg,0,Snack Foods,96,,963436,OUT017,2007,,Tier 2,Supermarket Type1
NCM18,13,Low Fat,0,Household,63,,629194,OUT010,1998,,Tier 3,Grocery Store
DRC25,6,Low Fat,0,Soft Drinks,85,,854882,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT47,5,Regular,0,Breads,96,,964068,OUT017,2007,,Tier 2,Supermarket Type1
FDD45,,Low Fat,0,Fruits and Vegetables,96,,960436,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCD07,9,Low Fat,0,Household,114,,1141518,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY54,8,Low Fat,0,Household,174,,1742422,OUT010,1998,,Tier 3,Grocery Store
FDL12,16,Regular,0,Baking Goods,61,,607220,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL02,20,Regular,0,Canned,105,,1052622,OUT017,2007,,Tier 2,Supermarket Type1
FDC60,5,Regular,0,Baking Goods,90,,903514,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR37,17,Regular,0,Breakfast,181,,1809292,OUT017,2007,,Tier 2,Supermarket Type1
FDY16,18,Regular,0,Frozen Foods,185,,1846266,OUT017,2007,,Tier 2,Supermarket Type1
FDU26,17,Regular,0,Dairy,120,,1202782,OUT045,2002,,Tier 2,Supermarket Type1
FDN24,14,LF,0,Baking Goods,53,,529956,OUT013,1987,High,Tier 3,Supermarket Type1
FDH44,19,Regular,0,Fruits and Vegetables,149,,1490418,OUT013,1987,High,Tier 3,Supermarket Type1
FDE23,18,Regular,0,Starchy Foods,47,,465060,OUT010,1998,,Tier 3,Grocery Store
FDW60,5,Regular,0,Baking Goods,176,,1760370,OUT017,2007,,Tier 2,Supermarket Type1
FDQ55,14,Regular,0,Fruits and Vegetables,116,,1163834,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV32,,Low Fat,0,Fruits and Vegetables,62,,620510,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV03,18,Low Fat,0,Meat,156,,1560314,OUT010,1998,,Tier 3,Grocery Store
FDY14,10,Low Fat,0,Dairy,266,,2662226,OUT010,1998,,Tier 3,Grocery Store
NCL55,,Low Fat,0,Others,254,,2535040,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRF25,9,Low Fat,0,Soft Drinks,39,,386190,OUT017,2007,,Tier 2,Supermarket Type1
FDX03,16,Regular,0,Meat,45,,446744,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF40,20,Regular,0,Dairy,248,,2477092,OUT045,2002,,Tier 2,Supermarket Type1
FDX24,8,low fat,0,Baking Goods,91,,912462,OUT010,1998,,Tier 3,Grocery Store
FDA25,17,Regular,0,Canned,103,,1028990,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH21,10,Low Fat,0,Seafood,159,,1586604,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB47,9,Low Fat,0,Snack Foods,211,,2105612,OUT010,1998,,Tier 3,Grocery Store
FDT34,,Low Fat,0,Snack Foods,106,,1055964,OUT019,1985,Small,Tier 1,Grocery Store
FDS39,7,low fat,0,Meat,141,,1408812,OUT010,1998,,Tier 3,Grocery Store
NCU05,12,Low Fat,0,Health and Hygiene,79,,785618,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE02,9,Low Fat,0,Canned,94,,936778,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL25,7,Regular,0,Breakfast,91,,912804,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC50,16,Low Fat,0,Canned,94,,941094,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ32,8,Regular,0,Fruits and Vegetables,107,,1065964,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV14,20,Low Fat,0,Dairy,87,,869856,OUT045,2002,,Tier 2,Supermarket Type1
FDR07,21,Low Fat,0,Fruits and Vegetables,97,,969094,OUT045,2002,,Tier 2,Supermarket Type1
FDB26,14,Regular,0,Canned,53,,525640,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCR50,20,Low Fat,0,Household,153,,1525340,OUT045,2002,,Tier 2,Supermarket Type1
FDP01,21,Regular,0,Breakfast,154,,1537682,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH57,11,Low Fat,0,Fruits and Vegetables,131,,1305284,OUT045,2002,,Tier 2,Supermarket Type1
FDM60,,Regular,0,Baking Goods,40,,398138,OUT027,1985,Medium,Tier 3,Supermarket Type3
