ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,Quantity,  Sales  ,OutletID,Date,OutletSize,LocationType,OutletType
FDC21,15,Regular,0,Fruits and Vegetables,108,," 1,084,254.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDL26,18,Low Fat,0,Canned,156,," 1,560,972.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDT25,8,Low Fat,0,Canned,121,," 1,205,072.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCR30,21,Low Fat,0,Household,75,," 749,696.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRL23,,Low Fat,0,Hard Drinks,106,," 1,058,938.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCR05,10,Low Fat,0,Health and Hygiene,198,," 1,978,084.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCE19,9,Low Fat,0,Household,54,," 540,956.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDY07,12,Low Fat,0,Fruits and Vegetables,44,," 441,402.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDB10,10,Low Fat,0,Snack Foods,236,," 2,355,590.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDP57,18,Low Fat,0,Snack Foods,105,," 1,050,990.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU48,,Low Fat,0,Baking Goods,131,," 1,313,284.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDH48,14,Low Fat,0,Baking Goods,85,," 852,540.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDO33,15,Low Fat,0,Snack Foods,116,," 1,155,518.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCU29,8,Low Fat,0,Health and Hygiene,148,," 1,478,760.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW35,11,Low Fat,0,Breads,42,," 418,454.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH05,14,Regular,0,Frozen Foods,232,," 2,319,984.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDP26,8,Low Fat,0,Dairy,104,," 1,044,306.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRG27,9,Low Fat,0,Dairy,42,," 415,138.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDQ33,13,Low Fat,0,Snack Foods,152,," 1,518,708.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH20,16,Regular,0,Fruits and Vegetables,98,," 980,410.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDV14,20,Low Fat,0,Dairy,90,," 897,856.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRD01,12,Regular,0,Soft Drinks,55,," 548,614.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCI17,9,Low Fat,0,Health and Hygiene,96,," 964,410.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDF39,15,Regular,0,Dairy,263,," 2,631,910.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDX37,16,Low Fat,0,Canned,100,," 1,004,700.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCX17,21,Low Fat,0,Health and Hygiene,235,," 2,349,300.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDN03,10,Regular,0,Meat,251,," 2,509,408.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCS41,13,Low Fat,0,Health and Hygiene,183,," 1,832,608.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDH34,9,Low Fat,0,Snack Foods,184,," 1,842,582.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCX53,20,LF,0,Health and Hygiene,143,," 1,426,154.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDY31,6,Low Fat,0,Fruits and Vegetables,148,," 1,479,418.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDD20,14,Low Fat,0,Fruits and Vegetables,126,," 1,264,046.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDE51,6,Regular,0,Dairy,45,," 453,086.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDV27,8,Regular,0,Meat,87,," 868,514.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDF16,7,Low Fat,0,Frozen Foods,148,," 1,484,076.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDZ02,7,Regular,0,Dairy,96,," 961,726.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCK05,20,Low Fat,0,Health and Hygiene,63,," 630,536.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM12,,Regular,0,Baking Goods,190,," 1,902,214.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCA05,21,Low Fat,0,Health and Hygiene,150,," 1,501,734.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDX33,9,Regular,0,Snack Foods,160,," 1,595,578.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM25,11,Regular,0,Breakfast,176,," 1,761,712.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDE41,9,Regular,0,Frozen Foods,86,," 858,566.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDW14,8,reg,0,Dairy,88,," 884,198.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCD30,20,Low Fat,0,Household,96,," 958,726.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDB23,19,Regular,0,Starchy Foods,226,," 2,260,062.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDF45,18,Regular,0,Fruits and Vegetables,60,," 601,904.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDW20,21,Low Fat,0,Fruits and Vegetables,125,," 1,248,730.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDF47,21,Low Fat,0,Starchy Foods,223,," 2,227,746.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCR05,,low fat,0,Health and Hygiene,200,," 2,004,084.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
DRB01,7,Low Fat,0,Soft Drinks,188,," 1,877,530.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDE36,5,Regular,0,Baking Goods,164,," 1,644,868.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDU56,17,Low Fat,0,Fruits and Vegetables,184,," 1,842,266.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDB23,19,Regular,0,Starchy Foods,225,," 2,248,062.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDN48,13,Low Fat,0,Baking Goods,91,," 911,804.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDS43,12,Low Fat,0,Fruits and Vegetables,188,," 1,880,240.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCN05,8,Low Fat,0,Health and Hygiene,184,," 1,838,950.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
NCL53,8,Low Fat,0,Health and Hygiene,176,," 1,762,028.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDL56,14,Low Fat,0,Fruits and Vegetables,87,," 869,198.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDH17,16,Regular,0,Frozen Foods,96,," 961,726.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDP37,16,Low Fat,0,Breakfast,127,," 1,267,994.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDG09,,Regular,0,Fruits and Vegetables,189,," 1,889,556.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDA55,17,Regular,0,Fruits and Vegetables,223,," 2,231,088.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDX31,20,Regular,0,Fruits and Vegetables,234,," 2,343,958.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDJ41,7,LF,0,Frozen Foods,261,," 2,614,594.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
DRC24,18,Low Fat,0,Soft Drinks,156,," 1,557,998.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDQ21,21,Low Fat,0,Snack Foods,123,," 1,225,756.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCT54,9,Low Fat,0,Household,94,," 939,094.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDH08,8,Low Fat,0,Fruits and Vegetables,230,," 2,301,010.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDY38,14,Regular,0,Dairy,234,," 2,336,300.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
DRM11,7,Low Fat,0,Hard Drinks,261,," 2,610,278.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDG32,20,Low Fat,0,Fruits and Vegetables,222,," 2,216,772.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCH18,9,LF,0,Household,245,," 2,452,802.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDI20,19,Low Fat,0,Fruits and Vegetables,211,," 2,112,586.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDA33,6,Low Fat,0,Snack Foods,147,," 1,472,076.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDN45,19,Low Fat,0,Snack Foods,223,," 2,233,088.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDT45,16,Low Fat,0,Snack Foods,56,," 560,956.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDR32,7,Regular,0,Fruits and Vegetables,229,," 2,289,694.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDA48,12,Low Fat,0,Baking Goods,221,," 2,208,114.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDN23,7,Regular,0,Breads,145,," 1,448,444.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCR18,16,Low Fat,0,Household,43,," 432,112.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDD45,9,Low Fat,0,Fruits and Vegetables,94,," 941,436.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDI22,13,Low Fat,0,Snack Foods,207,," 2,070,612.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDT09,15,Regular,0,Snack Foods,133,," 1,329,284.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRC24,,Low Fat,0,Soft Drinks,154,," 1,540,998.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT39,6,Regular,0,Meat,149,," 1,491,366.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDX28,6,Low Fat,0,Frozen Foods,98,," 984,042.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDA50,16,Low Fat,0,Dairy,95,," 951,410.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDT33,,Regular,0,Snack Foods,168,," 1,684,158.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDQ60,6,Regular,0,Baking Goods,120,," 1,204,098.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCM19,13,Low Fat,0,Others,112,," 1,120,202.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDF40,20,Regular,0,Dairy,248,," 2,484,092.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCI30,20,Low Fat,0,Household,245,," 2,450,460.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDK34,13,Low Fat,0,Snack Foods,238,," 2,380,564.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDA38,,Low Fat,0,Dairy,239,," 2,394,538.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT02,13,LF,0,Dairy,37,," 369,874.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDC11,21,Low Fat,0,Starchy Foods,88,," 877,172.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDD08,8,Low Fat,0,Fruits and Vegetables,40,," 399,506.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCS29,9,Low Fat,0,Health and Hygiene,263,," 2,629,884.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
DRI03,6,Low Fat,0,Dairy,177,," 1,766,028.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDK48,7,Low Fat,0,Baking Goods,73,," 732,354.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDM52,15,Low Fat,0,Frozen Foods,150,," 1,495,076.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP49,9,Regular,0,Breakfast,57,," 570,614.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
DRA24,19,Regular,0,Soft Drinks,165,," 1,645,868.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCJ43,7,Low Fat,0,Household,173,," 1,725,396.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDE11,18,Regular,0,Starchy Foods,184,," 1,836,924.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDP01,21,Regular,0,Breakfast,154,," 1,543,682.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDQ59,10,reg,0,Breads,85,," 846,908.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDA43,,Low Fat,0,Fruits and Vegetables,195,," 1,945,794.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDL14,8,Regular,0,Canned,154,," 1,543,972.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDV50,14,Low Fat,0,Dairy,124,," 1,241,730.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDT01,,Regular,0,Canned,210,," 2,104,902.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCC42,15,Low Fat,0,Health and Hygiene,140,," 1,399,838.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDO28,6,Low Fat,0,Frozen Foods,119,," 1,188,098.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDD32,,Regular,0,Fruits and Vegetables,81,," 806,276.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDV45,17,Low Fat,0,Snack Foods,186,," 1,858,556.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
NCW17,,Low Fat,0,Health and Hygiene,127,," 1,265,994.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCJ17,,Low Fat,0,Health and Hygiene,86,," 860,224.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCF18,18,Low Fat,0,Household,191,," 1,905,504.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP01,21,Regular,0,Breakfast,153,," 1,532,682.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDH24,21,Low Fat,0,Baking Goods,157,," 1,569,288.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDI38,,Regular,0,Canned,209,," 2,087,638.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDX03,16,Regular,0,Meat,45,," 447,744.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDY28,7,Regular,0,Frozen Foods,214,," 2,135,218.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDN34,16,Regular,0,Snack Foods,171,," 1,708,132.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDJ02,17,Regular,0,Canned,149,," 1,485,418.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW40,,Regular,0,Frozen Foods,141,," 1,407,812.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDX03,16,Regular,0,Meat,43,," 434,744.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDE17,,Regular,0,Frozen Foods,152,," 1,521,366.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDT58,9,Low Fat,0,Snack Foods,167,," 1,674,816.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDI38,13,Regular,0,Canned,208,," 2,079,638.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDW22,10,Regular,0,Snack Foods,223,," 2,233,114.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDS15,,Regular,0,Meat,109,," 1,092,596.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCX06,18,Low Fat,0,Household,182,," 1,819,976.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRK47,8,Low Fat,0,Hard Drinks,230,," 2,299,694.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDC23,,Low Fat,0,Starchy Foods,178,," 1,780,686.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDM56,17,Low Fat,0,Fruits and Vegetables,107,," 1,074,912.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDP21,7,Regular,0,Snack Foods,190,," 1,900,872.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDP58,11,Low Fat,0,Snack Foods,219,," 2,188,482.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDA27,,Regular,0,Dairy,255,," 2,547,672.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
FDK41,,Low Fat,0,Frozen Foods,86,," 855,224.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
NCH42,7,Low Fat,0,Household,231,," 2,306,010.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDG29,18,Low Fat,0,Frozen Foods,43,," 425,454.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDW15,15,Regular,0,Meat,150,," 1,504,734.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDD28,11,Low Fat,0,Frozen Foods,59,," 591,904.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDQ37,21,Low Fat,0,Breakfast,194,," 1,939,478.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDC23,18,Low Fat,0,Starchy Foods,178,," 1,782,686.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDV13,17,Regular,0,Canned,89,," 889,856.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDK33,18,Low Fat,0,Snack Foods,212,," 2,118,560.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDO33,15,Low Fat,0,Snack Foods,113,," 1,131,518.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDN21,19,Low Fat,0,Snack Foods,162,," 1,619,236.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCW06,,Low Fat,0,Household,192,," 1,924,162.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDI38,13,Regular,0,Canned,207,," 2,072,638.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDC21,,Regular,0,Fruits and Vegetables,108,," 1,077,254.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCS05,12,LF,0,Health and Hygiene,133,," 1,328,942.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCN53,5,Low Fat,0,Health and Hygiene,37,," 370,874.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDV40,17,Low Fat,0,Frozen Foods,75,," 748,038.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDG60,20,Low Fat,0,Baking Goods,233,," 2,330,616.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCY30,,Low Fat,0,Household,183,," 1,827,976.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDM40,10,Low Fat,0,Frozen Foods,141,," 1,410,154.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCO30,20,Low Fat,0,Household,183,," 1,833,608.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDK10,6,Regular,0,Snack Foods,181,," 1,813,660.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDM36,12,Regular,0,Baking Goods,173,," 1,727,422.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDN10,12,Low Fat,0,Snack Foods,118,," 1,176,124.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDM46,7,Low Fat,0,Snack Foods,94,," 936,120.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDX50,20,LF,0,Dairy,112,," 1,115,228.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP33,19,Low Fat,0,Snack Foods,254,," 2,543,672.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDO12,16,Low Fat,0,Baking Goods,195,," 1,948,452.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDC28,8,Low Fat,0,Frozen Foods,110,," 1,104,254.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDO31,7,Regular,0,Fruits and Vegetables,81,," 807,960.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDX45,17,Low Fat,0,Snack Foods,155,," 1,548,630.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDV21,12,Low Fat,0,Snack Foods,126,," 1,257,704.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDH04,6,Regular,0,Frozen Foods,91,," 910,488.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCG54,12,Low Fat,0,Household,169,," 1,694,106.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDO13,8,Low Fat,0,Breakfast,163,," 1,627,526.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDA09,,Regular,0,Snack Foods,180,," 1,797,660.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDC38,16,Low Fat,0,Canned,134,," 1,335,942.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCO42,21,Low Fat,0,Household,144,," 1,440,102.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDL45,16,Low Fat,0,Snack Foods,124,," 1,238,704.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCK31,11,Low Fat,0,Others,52,," 522,666.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDM39,6,Low Fat,0,Dairy,179,," 1,790,002.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDC22,7,reg,0,Snack Foods,192,," 1,924,820.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDF46,7,LF,0,Snack Foods,115,," 1,153,834.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDQ37,21,Low Fat,0,Breakfast,192,," 1,920,478.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDH41,9,Low Fat,0,Frozen Foods,213,," 2,134,534.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDQ04,6,Low Fat,0,Frozen Foods,40,," 402,796.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
NCQ02,,Low Fat,0,Household,189,," 1,892,556.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDJ57,,Regular,0,Seafood,188,," 1,876,582.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
NCE07,8,Low Fat,0,Household,141,," 1,406,154.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDE56,17,Regular,0,Fruits and Vegetables,60,," 602,194.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDI20,19,Low Fat,0,Fruits and Vegetables,210,," 2,096,586.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDK36,7,Low Fat,0,Baking Goods,49,," 491,034.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDP08,,Regular,0,Fruits and Vegetables,192,," 1,918,478.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDF44,7,Regular,0,Fruits and Vegetables,131,," 1,309,968.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCU53,5,Low Fat,0,Health and Hygiene,167,," 1,673,842.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDF47,21,Low Fat,0,Starchy Foods,225,," 2,248,746.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDS55,7,Low Fat,0,Fruits and Vegetables,150,," 1,497,734.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDZ52,19,LF,0,Frozen Foods,111,," 1,105,886.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDL04,19,Low Fat,0,Frozen Foods,105,," 1,053,622.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
NCM26,21,Low Fat,0,Others,153,," 1,527,340.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDX43,6,Low Fat,0,Fruits and Vegetables,168,," 1,680,500.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDP52,19,Regular,0,Frozen Foods,228,," 2,278,010.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
DRK49,14,LF,0,Soft Drinks,41,," 414,138.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDE38,7,Low Fat,0,Canned,165,," 1,653,842.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
DRF13,12,Low Fat,0,Soft Drinks,145,," 1,452,444.00 ",OUT035,2004.00,Small,Tier 2,Supermarket Type1
FDK41,14,Low Fat,0,Frozen Foods,85,," 849,224.00 ",OUT010,1998.00,,Tier 3,Grocery Store
FDJ04,,Low Fat,0,Frozen Foods,120,," 1,200,124.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDZ44,8,Low Fat,0,Fruits and Vegetables,119,," 1,185,808.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDS11,7,Regular,0,Breads,226,," 2,257,088.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDA55,17,Regular,0,Fruits and Vegetables,225,," 2,248,088.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
NCW53,18,LF,0,Health and Hygiene,194,," 1,940,162.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDB49,,Regular,0,Baking Goods,100,," 998,384.00 ",OUT027,1985.00,Medium,Tier 3,Supermarket Type3
FDD23,10,Regular,0,Starchy Foods,188,," 1,881,898.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
NCV42,6,Low Fat,0,Household,110,," 1,100,228.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
NCZ29,15,Low Fat,0,Health and Hygiene,128,," 1,277,362.00 ",OUT018,2009.00,Medium,Tier 3,Supermarket Type2
FDQ26,14,Regular,0,Dairy,58,," 580,562.00 ",OUT013,1987.00,High,Tier 3,Supermarket Type1
FDV08,7,LF,0,Fruits and Vegetables,41,," 405,454.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
FDC53,9,Low Fat,0,Frozen Foods,100,," 999,384.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDV58,21,LF,0,Snack Foods,197,," 1,974,452.00 ",OUT010,1998.00,,Tier 3,Grocery Store
NCP02,,Low Fat,0,Household,58,," 583,562.00 ",OUT019,1985.00,Small,Tier 1,Grocery Store
DRI37,16,Low Fat,0,Soft Drinks,57,," 568,904.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDQ12,13,Low Fat,0,Baking Goods,230,," 2,296,010.00 ",OUT049,1999.00,Medium,Tier 1,Supermarket Type1
FDE33,19,Regular,0,Fruits and Vegetables,77,," 765,644.00 ",OUT046,1997.00,Small,Tier 1,Supermarket Type1
FDX27,21,Regular,0,Dairy,95,," 950,436.00 ",OUT045,2002.00,,Tier 2,Supermarket Type1
FDM22,14,Regular,0,Snack Foods,52,," 515,640.00 ",OUT017,2007.00,,Tier 2,Supermarket Type1
